DATE,Layoffs rate,Change Layoff,New Goods,Change New Goods,House Permits,Change House Permits,Money Stock,Change Money Stock,Percent Savings,Change Percent Savings,Unemployment Rate,Change Unemployment Rate,Change Durable Goods,Change Non Defense,Change Machinery,Change stocks,GDP,Change GDP,Inc/Dec,USD,Change Tech,Change Vehicle,Consumer Confidence,Change Consumer Confidence,Business Confidence,Change Business Confidence
5/1/2017,0.7,0.1,454966,17815,1209,117,3508.64,8.635,7.6,-0.2,4.4,-0.1,8810,1816,125,-0.007284392,18185.636,173.796,1,96.989998,72,-595,101.3235,-0.0443,100.6573,0.2998
6/1/2017,0.8,0,472781,-18690,1326,-61,3517.275,37.405,7.4,0.1,4.3,0,38670,4878,-391,0.02860839,18186.636,173.796,1,95.620003,181,1822,101.2438,-0.0797,100.8297,0.1724
7/1/2017,0.8,0.1,454091,6311,1265,44,3554.68,34.32,7.5,0.1,4.3,0.1,-62467,-9149,374,-0.002824817,18187.636,173.796,1,92.889999,-40,-689,101.1254,-0.1184,100.7761,-0.0536
8/1/2017,0.9,0,460402,14916,1309,-52,3589,-18.525,7.6,-0.3,4.4,-0.2,27800,3883,-286,0.016314148,18359.432,171.051,1,92.610001,488,-1604,101.0795,-0.0459,100.6132,-0.1629
9/1/2017,0.9,0,475318,-4317,1257,82,3570.475,30.645,7.3,0.1,4.2,-0.1,18589,6426,321,0.002545414,18360.432,171.051,1,93.290001,171,1718,101.1874,0.1079,100.6103,-0.0029
10/1/2017,0.9,0.1,471001,9290,1339,-40,3601.12,26.63,7.4,-0.4,4.1,0.1,-15810,-4222,1233,0.007507214,18361.432,171.051,1,94.550003,497,-142,101.3226,0.1352,100.795,0.1847
11/1/2017,1,-0.2,480291,4994,1299,13,3627.75,-13.575,7,-0.4,4.2,-0.1,-1534,-2625,-1094,0.014664143,18530.483,123.9,1,93.029999,188,1032,101.49,0.1674,100.9796,0.1846
12/1/2017,0.8,0.1,485285,-7984,1312,53,3614.175,25.125,6.6,0.9,4.1,-0.1,11651,5643,716,0.009636572,18531.483,123.9,1,92.239998,288,570,101.4675,-0.0225,101.2489,0.2693
1/1/2018,0.9,-0.1,477301,10604,1365,-33,3639.3,-22,7.5,0.3,4,0.1,-33049,-7457,-679,0.012914575,18532.483,123.9,1,89.040001,-424,-866,101.3752,-0.0923,101.4284,0.1795
2/1/2018,0.8,0,487905,4552,1332,83,3617.3,44.45,7.8,0,4.1,-0.1,18669,934,-221,0.036019337,18654.383,97.972,1,90.669998,-53,658,101.4079,0.0327,101.3948,-0.0336
3/1/2018,0.8,0.1,492457,-1732,1415,-28,3661.75,0.21,7.8,-0.1,4,0,44820,10268,258,-0.027678282,18655.383,97.972,1,89.970001,-203,978,101.5863,0.1784,101.361,-0.0338
4/1/2018,0.9,0,490725,6225,1387,-57,3661.96,-5.31,7.7,0,4,-0.2,-34284,-7018,744,0.044319883,18656.383,97.972,1,91.809998,155,-47,101.697,0.1107,101.4224,0.0614
5/1/2018,0.9,0,496950,3406,1330,-13,3656.65,-0.125,7.7,0.2,3.8,0.2,8763,1684,64,-0.024412106,18752.355,61.568,1,93.949997,281,1406,101.6413,-0.0557,101.4745,0.0521
6/1/2018,0.9,0,500356,-5963,1317,14,3656.525,20.295,7.9,0,4,-0.2,20989,6400,737,0.011908558,18753.355,61.568,1,94.629997,179,-3523,101.5473,-0.094,101.4996,0.0251
7/1/2018,0.9,0.1,494393,11446,1331,-73,3676.82,-4.295,7.9,-0.1,3.8,0,-45737,-6740,525,0.03112677,18754.355,61.568,1,94.559998,419,2277,101.4838,-0.0635,101.3753,-0.1243
8/1/2018,1,-0.1,505839,5354,1258,32,3672.525,45.1,7.8,0.1,3.8,-0.1,36100,1324,-1031,0.002273717,18813.923,136.424,1,95.190002,260,2276,101.4494,-0.0344,101.2445,-0.1308
9/1/2018,0.9,0.2,511193,-9872,1290,-23,3717.625,-1.885,7.9,-0.3,3.7,0.1,2404,2803,585,0.004899284,18814.923,136.424,1,95.110001,-359,-278,101.4617,0.0123,101.2914,0.0469
10/1/2018,1.1,-0.2,501321,-6429,1267,52,3715.74,-29.915,7.6,-0.2,3.8,0,-10518,-1405,245,0.018241783,18815.923,136.424,1,97.080002,-272,1125,101.5529,0.0912,101.4075,0.1161
11/1/2018,0.9,0,494892,1362,1319,15,3685.825,64.115,7.4,1.7,3.8,0.1,-12134,-5546,-2361,-0.046657723,18950.347,70.252,1,97.129997,1111,636,101.5334,-0.0195,101.4699,0.0624
12/1/2018,0.9,-0.1,496254,2111,1334,-18,3749.94,-14.74,9.1,-0.6,3.9,0.1,12895,6386,1203,-0.020478329,18951.347,70.252,1,96.139999,76,19,101.4139,-0.1195,101.5738,0.1039
1/1/2019,0.8,-0.1,498365,-4520,1316,-11,3735.2,27.175,8.5,0.1,4,-0.2,-25378,-5914,1220,-0.020620091,18952.347,70.252,1,95.550003,-67,753,101.2276,-0.1863,101.4821,-0.0917
2/1/2019,0.7,0.2,493845,10680,1305,22,3762.375,-28.625,8.6,-0.6,3.8,0,2601,731,-625,0.003998765,19020.599,121.145,1,96.220001,-287,-51,101.0045,-0.2231,101.2647,-0.2174
3/1/2019,0.9,0,504525,-9696,1327,3,3733.75,38.69,8,-0.5,3.8,-0.1,46182,10526,-226,0.0366979,19021.599,121.145,1,97.18,-416,-459,101.0637,0.0592,101.042,-0.2227
4/1/2019,0.9,-0.1,494829,-4277,1330,8,3772.44,7.285,7.5,-0.2,3.7,0,-35933,-8074,193,0.023532686,19022.599,121.145,1,97.529999,533,960,101.3019,0.2382,100.7144,-0.3276
5/1/2019,0.8,0,490552,-1439,1338,-65,3779.725,62.4,7.3,-0.2,3.7,-0.1,-498,239,-293,0.025114323,19141.744,112.215,1,97.639999,119,-2872,101.4765,0.1746,100.5568,-0.1576
6/1/2019,0.8,0,489113,7657,1273,93,3842.125,7.975,7.1,-0.1,3.6,0,13636,4972,452,-0.018224929,19142.744,112.215,1,96.25,-343,428,101.5725,0.096,100.3851,-0.1717
7/1/2019,0.8,0.1,496770,230,1366,105,3850.1,0.575,7,0.3,3.6,0.1,-25110,-7268,-686,0.007760408,19143.744,112.215,1,98.589996,-43,1980,101.47,-0.1025,100.2477,-0.1374
8/1/2019,0.9,0.1,497000,-2560,1471,-34,3850.675,48.325,7.3,0,3.7,-0.2,20750,1698,128,0.01947734,19253.959,-243.111,1,98.830002,-41,-49,101.2168,-0.2532,100.017,-0.2307
9/1/2019,1,0,494440,297,1437,66,3899,20.6,7.3,-0.1,3.5,0.1,1502,4457,396,-0.027295112,19254.959,-243.111,1,99.400002,177,-956,100.8934,-0.3234,99.80515,-0.21185
10/1/2019,1,-0.2,494737,-5568,1503,7,3919.6,27.65,7.2,0.3,3.6,0,-2206,-2404,-126,0.027032645,19255.959,-243.111,0,97.300003,-119,-877,100.8934,0,99.61419,-0.19096
11/1/2019,0.8,0,489169,8534,1510,-53,3947.25,28.63,7.5,-0.3,3.6,0,-22626,-4003,-59,-0.002434024,19010.848,-1708.337,0,98.269997,-21,-1537,101.1149,0.2215,99.38556,-0.22863
12/1/2019,0.8,0.2,497703,-2097,1457,79,3975.88,-18.955,7.2,0.4,3.6,-0.1,19689,6728,-489,0.028800758,19011.848,-1708.337,0,96.480003,-12,819,101.4083,0.2934,99.09806,-0.2875
1/1/2020,1,-0.2,495606,857,1536,-98,3956.925,53.775,7.6,0.7,3.5,0,-23122,-7054,198,0.027872422,19012.848,-1708.337,0,97.370003,102,98,101.6571,0.2488,98.88036,-0.2177
2/1/2020,0.8,4.3,496463,-54648,1438,-82,4010.7,197.1,8.3,4.6,3.5,0.9,17741,1648,-36,0.044067596,17302.511,1294.01,0,98.080002,121,-86,101.6553,-0.0018,98.81089,-0.06947
3/1/2020,5.1,0.4,441815,-59511,1356,-290,4207.8,555.2,12.9,20.8,4.4,10.4,-9618,8290,-530,0.030855032,17303.511,1293.01,0,99.010002,53,822,101.188,-0.4673,98.8336,0.02271
4/1/2020,5.5,-4.5,382304,29391,1066,150,4763,272.65,33.7,-9,14.8,-1.5,-63200,-12613,-2488,-0.234349482,17304.511,1292.01,1,99.129997,-128,-11601,100.0983,-1.0897,98.94361,0.11001
5/1/2020,1,0.5,411695,26552,1216,42,5035.65,143.95,24.7,-5.7,13.3,-2.2,20035,783,323,0.148975932,18596.521,183.804,1,98.300003,-21,-25739,98.91312,-1.18518,99.11798,0.17437
6/1/2020,1.5,-0.3,438247,28680,1258,225,5179.6,121.825,19,-0.5,11.1,-0.9,39144,9594,1090,0.043015094,18596.521,183.804,1,97.389999,122,6328,98.36695,-0.54617,98.99674,-0.12124
7/1/2020,1.2,-0.3,466927,2875,1483,-7,5301.425,100.455,18.5,-3.5,10.2,-1.8,-8409,-6795,845,0.064662261,18596.521,183.804,1,93.459999,-14,24239,98.31175,-0.0552,98.56776,-0.42898
8/1/2020,0.9,-0.1,469802,6127,1476,69,5401.88,104.495,15,-0.6,8.4,-0.6,16089,2950,809,0.047027376,18596.521,183.804,1,92.18,698,11416,98.32877,0.01702,98.10213,-0.46563
9/1/2020,0.8,-0.8,475929,-475929,1545,-1545,5506.375,-5506.375,14.4,-0.8,7.8,-7.8,16123,7496,212,0.049181255,18596.521,183.804,1,93.8,287,-2608,98.5467,0.21793,98.35104,0.24891
